EVENT_ID,CATEGORY,DISTRICT,TITLE,START_DATE,END_DATE,PLACE,LATITUDE,LONGITUDE,ORGANIZATION,SUBJECT,IS_FREE,URL,REGISTERED
155684,교육/체험,종로구,[국가유산진흥원] 2025년 궁궐 일상모습 재현 및 체험 - 중양절,2025-10-24,2025-10-26,창경궁,126.993841430623,37.5776239475981,기타,기관,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155684&menuNo=200011,2025-10-24
155400,클래식,종로구,[세종문화회관] 해리 포터와 죽음의 성물™ Part I 인 콘서트,2025-10-24,2025-10-26,세종대극장,126.9760053,37.5726241,세종문화회관,기관,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155400&menuNo=200008,2025-09-30
155440,축제-문화/예술,은평구,[은평문화재단] 2025 은평누리축제 ,2025-10-24,2025-10-25,은평구 불광천변 (응암역-새절역 구간),126.91039845202,37.5780815956199,은평문화재단,기관,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155440&menuNo=200010,2025-10-02
155578,교육/체험,은평구,2025년 서울기록페어 : 시민기록으로 만나는 청계천과 생태하천,2025-10-24,2025-10-25,서울기록원 ,126.93482332974094,37.6075510290657,서울기록원,기관,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155578&menuNo=200011,2025-10-16
155145,국악,중구,2025 한국장단음악축제 [장단유희] 1일차,2025-10-24,2025-10-25,서울남산국악당 크라운해태홀 & 야외마당,126.994021611776,37.5583499463987,서울남산국악당,시민,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155145&menuNo=200008,2025-09-10
155696,연극,성북구,[서울문화재단] 2025 OPEN:LAB THEATER [우주배경복사],2025-10-24,2025-10-25,서울연극창작센터 서울씨어터 제로,127.006040752071,37.5892179362926,서울문화재단,기관,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155696&menuNo=200008,2025-10-24
155194,클래식,구로구, [구로문화재단] 2025 구로 클래식 페스타 [개막식],2025-10-24,2025-10-24,구로아트밸리 예술극장,126.890315032666,37.4966251468796,구로문화재단,기관,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155194&menuNo=200008,2025-09-12
155408,국악,종로구,[세종문화회관] 2025 대한민국국악관현악축제_진주시립국악관현악단,2025-10-24,2025-10-24,세종M씨어터,126.9760053,37.5726241,세종문화회관,기관,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155408&menuNo=200008,2025-09-30
155361,기타,송파구,[한성백제박물관] 제27회 쟁점백제사 국제학술회의 [동북아시아 백제·중국·일본의 교류와 상호관계],2025-10-24,2025-10-24,한성백제박물관 한성백제홀(대강당),127.12088940368128,37.51543881335773,한성백제박물관,기관,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155361&menuNo=200013,2025-09-26
155577,클래식,동대문구,[동대문문화재단] 기획공연 [와인et멜로디(10월)] Vol.5 윱반라인 라임,2025-10-24,2025-10-24,선농단역사문화관 지하3층 문화중정,127.031888509482,37.5811837728607,동대문문화재단,기관,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155577&menuNo=200008,2025-10-16
155448,독주/독창회,은평구,[이호철북콘서트홀] 음악야회 No.1 - 안젤라 김 연주회 [피아노와 이야기가 있는 저녁],2025-10-24,2025-10-24,이호철북콘서트홀,126.926499742667,37.6139964990436,은평역사한옥박물관,기관,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155448&menuNo=200008,2025-10-02
155215,교육/체험,노원구,[서울시립 북서울미술관] 2025 배움의 원탁 [소리 둘레 탐험기],2025-10-24,2025-10-24,서울시립 북서울미술관 B1 다목적홀,127.066865579183,37.6406604547872,서울시립미술관,기관,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155215&menuNo=200011,2025-09-16
